,from,to,period,all_period_flow,female_period_flow,male_period_flow,period_year
17826,Slovakia,Montenegro,3.0,1,0.0,1.0,2008-2012
12472,Malaysia,Israel,3.0,2,0.0,2.0,2008-2012
17149,Saudi Arabia,Russia,3.0,5,0.0,5.0,2008-2012
12014,Liechtenstein,Austria,3.0,1,0.0,1.0,2008-2012
19710,Switzerland,Gabon,3.0,1,0.0,1.0,2008-2012
14988,Pakistan,Algeria,3.0,1,0.0,1.0,2008-2012
17769,Slovakia,Ecuador,3.0,1,1.0,0.0,2008-2012
12483,Malaysia,Jordan,3.0,18,0.0,18.0,2008-2012
17148,Saudi Arabia,Romania,3.0,1,0.0,1.0,2008-2012
14178,New Zealand,Philippines,3.0,2,1.0,1.0,2008-2012
18046,South Africa,Australia,3.0,136,50.0,85.0,2008-2012
19008,Sri Lanka,Israel,3.0,1,0.0,1.0,2008-2012
19510,Sweden,South Korea,3.0,18,4.0,14.0,2008-2012
12560,Malaysia,Saudi Arabia,3.0,48,3.0,44.0,2008-2012
17034,Saudi Arabia,China,3.0,14,1.0,12.0,2008-2012
18083,South Africa,Chile,3.0,3,1.0,2.0,2008-2012
12012,Liechtenstein,Australia,3.0,1,1.0,0.0,2008-2012
17146,Saudi Arabia,Qatar,3.0,5,0.0,5.0,2008-2012
17849,Slovakia,Romania,3.0,1,1.0,0.0,2008-2012
14920,Oman,Kuwait,3.0,1,0.0,1.0,2008-2012
18997,Sri Lanka,Germany,3.0,3,0.0,3.0,2008-2012
17042,Saudi Arabia,Egypt,3.0,207,36.0,167.0,2008-2012
14553,North Macedonia,Poland,3.0,3,3.0,0.0,2008-2012
17820,Slovakia,Kuwait,3.0,1,0.0,1.0,2008-2012
11964,Lesotho,United Kingdom,3.0,1,0.0,1.0,2008-2012
19534,Sweden,Tanzania,3.0,9,3.0,6.0,2008-2012
12493,Malaysia,Latvia,3.0,1,1.0,0.0,2008-2012
14185,New Zealand,Portugal,3.0,9,4.0,5.0,2008-2012
18055,South Africa,Barbados,3.0,1,0.0,1.0,2008-2012
18892,Spain,Slovenia,3.0,4,2.0,2.0,2008-2012
17120,Saudi Arabia,Nigeria,3.0,10,1.0,8.0,2008-2012
14978,Oman,United Arab Emirates,3.0,5,0.0,4.0,2008-2012
14220,New Zealand,Sri Lanka,3.0,1,0.0,1.0,2008-2012
17053,Saudi Arabia,Germany,3.0,4,0.0,4.0,2008-2012
14495,Nigeria,South Korea,3.0,1,0.0,1.0,2008-2012
17817,Slovakia,Kazakhstan,3.0,3,0.0,3.0,2008-2012
11999,Libya,Saudi Arabia,3.0,1,1.0,0.0,2008-2012
14523,Nigeria,United States,3.0,59,21.0,38.0,2008-2012
14937,Oman,Pakistan,3.0,2,0.0,2.0,2008-2012
18764,Spain,Israel,3.0,13,5.0,8.0,2008-2012
17116,Saudi Arabia,New Zealand,3.0,1,1.0,0.0,2008-2012
14546,North Macedonia,Germany,3.0,1,0.0,1.0,2008-2012
12497,Malaysia,Libya,3.0,2,0.0,2.0,2008-2012
17786,Slovakia,Ghana,3.0,1,0.0,1.0,2008-2012
12547,Malaysia,Poland,3.0,1,0.0,1.0,2008-2012
12003,Libya,Thailand,3.0,2,2.0,0.0,2008-2012
19730,Switzerland,Guadeloupe,3.0,1,0.0,1.0,2008-2012
19514,Sweden,Spain,3.0,88,36.0,52.0,2008-2012
14982,Oman,United Kingdom,3.0,13,4.0,9.0,2008-2012
17861,Slovakia,South Africa,3.0,1,0.0,0.0,2008-2012
11959,Lesotho,South Africa,3.0,10,2.0,8.0,2008-2012
17046,Saudi Arabia,Finland,3.0,1,0.0,1.0,2008-2012
17132,Saudi Arabia,Pakistan,3.0,15,1.0,14.0,2008-2012
19712,Switzerland,Georgia,3.0,2,0.0,2.0,2008-2012
14225,New Zealand,Sweden,3.0,25,10.0,15.0,2008-2012
19732,Switzerland,Guinea,3.0,1,0.0,1.0,2008-2012
17049,Saudi Arabia,France,3.0,7,1.0,6.0,2008-2012
14550,North Macedonia,Netherlands,3.0,1,1.0,0.0,2008-2012
12552,Malaysia,Qatar,3.0,6,1.0,5.0,2008-2012
17128,Saudi Arabia,Oman,3.0,13,4.0,9.0,2008-2012
12549,Malaysia,Portugal,3.0,2,0.0,2.0,2008-2012
17821,Slovakia,Malaysia,3.0,1,0.0,0.0,2008-2012
12486,Malaysia,Kazakhstan,3.0,3,1.0,2.0,2008-2012
14931,Oman,Nigeria,3.0,3,0.0,2.0,2008-2012
17779,Slovakia,France,3.0,12,7.0,5.0,2008-2012
12488,Malaysia,Kenya,3.0,1,1.0,0.0,2008-2012
14933,Oman,Norway,3.0,1,0.0,1.0,2008-2012
18079,South Africa,Canada,3.0,50,15.0,35.0,2008-2012
17783,Slovakia,Germany,3.0,32,6.0,26.0,2008-2012
17124,Saudi Arabia,Norway,3.0,1,1.0,0.0,2008-2012
14479,Nigeria,Russia,3.0,7,1.0,5.0,2008-2012
14682,Norway,Ireland,3.0,4,1.0,3.0,2008-2012
17262,Senegal,Mali,3.0,1,1.0,0.0,2008-2012
12424,Malaysia,Czechia,3.0,1,0.0,1.0,2008-2012
12250,Madagascar,Italy,3.0,1,1.0,0.0,2008-2012
14741,Norway,Oman,3.0,1,0.0,1.0,2008-2012
17432,Serbia,Qatar,3.0,1,1.0,0.0,2008-2012
17964,Slovenia,Italy,3.0,6,3.0,3.0,2008-2012
14743,Norway,Pakistan,3.0,3,0.0,3.0,2008-2012
14653,Norway,Germany,3.0,65,16.0,48.0,2008-2012
17430,Serbia,Portugal,3.0,2,1.0,1.0,2008-2012
19620,Switzerland,Bolivia,3.0,1,0.0,1.0,2008-2012
18826,Spain,Nigeria,3.0,3,2.0,1.0,2008-2012
17427,Serbia,Poland,3.0,10,4.0,5.0,2008-2012
14408,Nigeria,Hungary,3.0,2,0.0,2.0,2008-2012
14746,Norway,Palestinian Territory,3.0,1,0.0,1.0,2008-2012
14748,Norway,Peru,3.0,1,0.0,1.0,2008-2012
19622,Switzerland,Bosnia and Herzegovina,3.0,1,0.0,1.0,2008-2012
17424,Serbia,Pakistan,3.0,1,1.0,0.0,2008-2012
17611,Singapore,Malaysia,3.0,50,16.0,30.0,2008-2012
12256,Madagascar,Jersey,3.0,1,0.0,1.0,2008-2012
18824,Spain,Nicaragua,3.0,4,0.0,4.0,2008-2012
12124,Lithuania,Turkey,3.0,1,0.0,1.0,2008-2012
19674,Switzerland,Cyprus,3.0,4,0.0,4.0,2008-2012
14649,Norway,France,3.0,39,11.0,26.0,2008-2012
17906,Slovenia,Austria,3.0,11,3.0,8.0,2008-2012
17422,Serbia,Norway,3.0,1,1.0,0.0,2008-2012
12259,Madagascar,Papua New Guinea,3.0,1,1.0,0.0,2008-2012
14752,Norway,Poland,3.0,7,3.0,4.0,2008-2012
17968,Slovenia,Japan,3.0,4,2.0,2.0,2008-2012
17420,Serbia,New Zealand,3.0,1,0.0,1.0,2008-2012
12260,Madagascar,Peru,3.0,1,0.0,0.0,2008-2012
14342,Nigeria,Benin,3.0,2,1.0,1.0,2008-2012
12262,Madagascar,Reunion,3.0,2,2.0,0.0,2008-2012
17607,Singapore,Luxembourg,3.0,2,0.0,2.0,2008-2012
17434,Serbia,Romania,3.0,3,1.0,2.0,2008-2012
14403,Nigeria,Greece,3.0,1,1.0,0.0,2008-2012
18941,Spain,United States,3.0,1243,493.0,745.0,2008-2012
17593,Singapore,Italy,3.0,7,1.0,5.0,2008-2012
14735,Norway,New Zealand,3.0,4,3.0,1.0,2008-2012
12238,Madagascar,France,3.0,6,5.0,1.0,2008-2012
18957,Spain,Yemen,3.0,1,0.0,1.0,2008-2012
19626,Switzerland,Brazil,3.0,44,7.0,35.0,2008-2012
12134,Luxembourg,Algeria,3.0,1,1.0,0.0,2008-2012
14350,Nigeria,Brazil,3.0,6,0.0,6.0,2008-2012
12132,Lithuania,United States,3.0,6,3.0,3.0,2008-2012
17597,Singapore,Japan,3.0,41,2.0,35.0,2008-2012
17447,Serbia,Slovenia,3.0,5,3.0,2.0,2008-2012
12240,Madagascar,French Guiana,3.0,1,0.0,1.0,2008-2012
17606,Singapore,Latvia,3.0,1,1.0,0.0,2008-2012
18857,Spain,Poland,3.0,27,9.0,18.0,2008-2012
17599,Singapore,Kazakhstan,3.0,1,0.0,1.0,2008-2012
17910,Slovenia,Belgium,3.0,8,4.0,3.0,2008-2012
17443,Serbia,Slovakia,3.0,5,4.0,1.0,2008-2012
14347,Nigeria,Botswana,3.0,5,0.0,5.0,2008-2012
14656,Norway,Ghana,3.0,2,1.0,1.0,2008-2012
12243,Madagascar,Germany,3.0,4,3.0,1.0,2008-2012
12128,Lithuania,United Kingdom,3.0,12,2.0,10.0,2008-2012
14737,Norway,Nicaragua,3.0,1,0.0,1.0,2008-2012
17603,Singapore,Kuwait,3.0,1,0.0,1.0,2008-2012
14738,Norway,Nigeria,3.0,1,0.0,1.0,2008-2012
17961,Slovenia,Israel,3.0,1,0.0,1.0,2008-2012
17437,Serbia,Saudi Arabia,3.0,2,1.0,1.0,2008-2012
12246,Madagascar,Guadeloupe,3.0,1,1.0,0.0,2008-2012
17959,Slovenia,Ireland,3.0,1,1.0,0.0,2008-2012
18961,Sri Lanka,Australia,3.0,25,11.0,14.0,2008-2012
17614,Singapore,Mexico,3.0,1,0.0,1.0,2008-2012
17417,Serbia,Netherlands,3.0,5,1.0,4.0,2008-2012
18817,Spain,Netherlands,3.0,179,79.0,100.0,2008-2012
17629,Singapore,Norway,3.0,11,1.0,9.0,2008-2012
17395,Serbia,Japan,3.0,13,5.0,8.0,2008-2012
14329,Nigeria,Australia,3.0,6,1.0,5.0,2008-2012
14418,Nigeria,Iraq,3.0,1,1.0,0.0,2008-2012
17631,Singapore,Oman,3.0,2,0.0,2.0,2008-2012
12282,Malawi,Australia,3.0,4,2.0,2.0,2008-2012
17391,Serbia,Italy,3.0,36,15.0,21.0,2008-2012
14776,Norway,Singapore,3.0,8,1.0,6.0,2008-2012
12112,Lithuania,Spain,3.0,2,1.0,1.0,2008-2012
18863,Spain,Qatar,3.0,1,0.0,1.0,2008-2012
19678,Switzerland,Czechia,3.0,24,3.0,21.0,2008-2012
14635,Norway,Estonia,3.0,1,1.0,0.0,2008-2012
14772,Norway,Serbia,3.0,2,0.0,2.0,2008-2012
17977,Slovenia,Netherlands,3.0,5,3.0,2.0,2008-2012
12286,Malawi,Benin,3.0,1,0.0,1.0,2008-2012
17898,Slovenia,Argentina,3.0,2,2.0,0.0,2008-2012
17387,Serbia,Israel,3.0,2,2.0,0.0,2008-2012
14326,Nigeria,Algeria,3.0,1,0.0,1.0,2008-2012
12289,Malawi,Botswana,3.0,1,0.0,1.0,2008-2012
17636,Singapore,Papua New Guinea,3.0,1,0.0,1.0,2008-2012
18965,Sri Lanka,Belgium,3.0,2,1.0,1.0,2008-2012
17383,Serbia,Ireland,3.0,1,1.0,0.0,2008-2012
12109,Lithuania,Singapore,3.0,1,0.0,1.0,2008-2012
14780,Norway,Slovakia,3.0,2,1.0,1.0,2008-2012
17380,Serbia,Indonesia,3.0,1,1.0,0.0,2008-2012
12294,Malawi,Canada,3.0,1,1.0,0.0,2008-2012
17979,Slovenia,New Zealand,3.0,1,0.0,1.0,2008-2012
17634,Singapore,Pakistan,3.0,4,0.0,4.0,2008-2012
19612,Switzerland,Belgium,3.0,85,30.0,54.0,2008-2012
17626,Singapore,New Zealand,3.0,28,8.0,20.0,2008-2012
12277,Madagascar,United States,3.0,5,1.0,3.0,2008-2012
14339,Nigeria,Belize,3.0,6,2.0,4.0,2008-2012
14756,Norway,Portugal,3.0,7,4.0,3.0,2008-2012
18737,Spain,Honduras,3.0,1,0.0,1.0,2008-2012
17970,Slovenia,Kosovo,3.0,2,0.0,2.0,2008-2012
17413,Serbia,Montenegro,3.0,4,2.0,2.0,2008-2012
12265,Madagascar,Senegal,3.0,1,1.0,0.0,2008-2012
19617,Switzerland,Benin,3.0,1,1.0,0.0,2008-2012
14758,Norway,Qatar,3.0,2,0.0,2.0,2008-2012
14645,Norway,Finland,3.0,21,7.0,14.0,2008-2012
18821,Spain,New Zealand,3.0,14,6.0,8.0,2008-2012
14336,Nigeria,Belgium,3.0,2,0.0,2.0,2008-2012
14412,Nigeria,India,3.0,11,3.0,7.0,2008-2012
12119,Lithuania,Switzerland,3.0,3,1.0,2.0,2008-2012
18963,Sri Lanka,Bangladesh,3.0,1,0.0,1.0,2008-2012
18861,Spain,Portugal,3.0,164,92.0,72.0,2008-2012
14762,Norway,Romania,3.0,5,2.0,3.0,2008-2012
17622,Singapore,Netherlands,3.0,26,6.0,19.0,2008-2012
17902,Slovenia,Australia,3.0,6,4.0,2.0,2008-2012
17403,Serbia,Kuwait,3.0,2,1.0,1.0,2008-2012
12270,Madagascar,Switzerland,3.0,3,0.0,2.0,2008-2012
14766,Norway,Russia,3.0,26,2.0,24.0,2008-2012
14332,Nigeria,Austria,3.0,1,0.0,1.0,2008-2012
18937,Spain,United Kingdom,3.0,817,323.0,493.0,2008-2012
12273,Madagascar,United Kingdom,3.0,2,0.0,2.0,2008-2012
14769,Norway,Saudi Arabia,3.0,5,0.0,5.0,2008-2012
17400,Serbia,Kosovo,3.0,1,0.0,1.0,2008-2012
12116,Lithuania,Sweden,3.0,6,2.0,4.0,2008-2012
14641,Norway,Faroe Islands,3.0,1,0.0,1.0,2008-2012
14639,Norway,Ethiopia,3.0,6,3.0,1.0,2008-2012
18830,Spain,Norway,3.0,35,12.0,23.0,2008-2012
17640,Singapore,Philippines,3.0,8,1.0,7.0,2008-2012
14731,Norway,Netherlands,3.0,30,13.0,17.0,2008-2012
12231,Madagascar,Central African Republic,3.0,1,0.0,1.0,2008-2012
17519,Singapore,Belgium,3.0,9,3.0,6.0,2008-2012
17559,Singapore,France,3.0,39,8.0,29.0,2008-2012
18846,Spain,Paraguay,3.0,10,4.0,6.0,2008-2012
19647,Switzerland,Canada,3.0,271,80.0,187.0,2008-2012
17922,Slovenia,China,3.0,1,1.0,0.0,2008-2012
17513,Singapore,Bangladesh,3.0,8,1.0,7.0,2008-2012
12159,Luxembourg,France,3.0,18,8.0,9.0,2008-2012
12188,Luxembourg,Portugal,3.0,1,0.0,1.0,2008-2012
14695,Norway,Japan,3.0,13,2.0,11.0,2008-2012
17510,Singapore,Bahrain,3.0,1,1.0,0.0,2008-2012
14675,Norway,Indonesia,3.0,1,0.0,1.0,2008-2012
14697,Norway,Jordan,3.0,1,0.0,1.0,2008-2012
17507,Singapore,Austria,3.0,8,2.0,6.0,2008-2012
12183,Luxembourg,New Zealand,3.0,1,1.0,0.0,2008-2012
19643,Switzerland,Cameroon,3.0,9,2.0,7.0,2008-2012
14673,Norway,India,3.0,12,4.0,7.0,2008-2012
18844,Spain,Papua New Guinea,3.0,1,1.0,0.0,2008-2012
14379,Nigeria,Ethiopia,3.0,1,0.0,1.0,2008-2012
12194,Luxembourg,Singapore,3.0,1,0.0,1.0,2008-2012
17503,Singapore,Australia,3.0,216,55.0,148.0,2008-2012
12155,Luxembourg,Finland,3.0,2,1.0,1.0,2008-2012
14702,Norway,Kuwait,3.0,2,0.0,2.0,2008-2012
14376,Nigeria,Eswatini,3.0,2,0.0,2.0,2008-2012
12196,Luxembourg,Slovakia,3.0,1,0.0,1.0,2008-2012
17565,Singapore,Ghana,3.0,1,0.0,1.0,2008-2012
12197,Luxembourg,South Africa,3.0,1,0.0,1.0,2008-2012
14705,Norway,Latvia,3.0,1,1.0,0.0,2008-2012
19661,Switzerland,Colombia,3.0,8,2.0,6.0,2008-2012
17563,Singapore,Germany,3.0,70,16.0,52.0,2008-2012
17498,Sierra Leone,United States,3.0,2,1.0,1.0,2008-2012
14689,Norway,Italy,3.0,32,12.0,19.0,2008-2012
17935,Slovenia,Egypt,3.0,4,2.0,2.0,2008-2012
17545,Singapore,Czechia,3.0,4,0.0,4.0,2008-2012
18945,Spain,Uruguay,3.0,17,7.0,10.0,2008-2012
12167,Luxembourg,India,3.0,1,0.0,1.0,2008-2012
12171,Luxembourg,Israel,3.0,1,0.0,1.0,2008-2012
17548,Singapore,Denmark,3.0,16,2.0,12.0,2008-2012
14388,Nigeria,Gambia,3.0,1,0.0,1.0,2008-2012
17541,Singapore,Cuba,3.0,3,0.0,2.0,2008-2012
19657,Switzerland,China,3.0,131,38.0,89.0,2008-2012
17930,Slovenia,Czechia,3.0,1,0.0,1.0,2008-2012
17536,Singapore,China,3.0,666,164.0,467.0,2008-2012
14387,Nigeria,Gabon,3.0,1,0.0,1.0,2008-2012
17926,Slovenia,Croatia,3.0,4,1.0,3.0,2008-2012
12174,Luxembourg,Italy,3.0,2,1.0,1.0,2008-2012
17522,Singapore,Brazil,3.0,2,0.0,2.0,2008-2012
12163,Luxembourg,Germany,3.0,19,4.0,14.0,2008-2012
12176,Luxembourg,Japan,3.0,1,0.0,1.0,2008-2012
17532,Singapore,Chile,3.0,3,1.0,2.0,2008-2012
17933,Slovenia,Denmark,3.0,3,2.0,1.0,2008-2012
17553,Singapore,Ethiopia,3.0,1,0.0,0.0,2008-2012
17530,Singapore,Canada,3.0,103,25.0,72.0,2008-2012
18850,Spain,Peru,3.0,13,4.0,9.0,2008-2012
14678,Norway,Iran,3.0,4,1.0,2.0,2008-2012
17555,Singapore,Finland,3.0,6,0.0,5.0,2008-2012
14385,Nigeria,France,3.0,9,2.0,7.0,2008-2012
17527,Singapore,Cambodia,3.0,1,0.0,1.0,2008-2012
17525,Singapore,Brunei,3.0,3,1.0,2.0,2008-2012
14685,Norway,Israel,3.0,3,0.0,3.0,2008-2012
14392,Nigeria,Georgia,3.0,25,1.0,24.0,2008-2012
19653,Switzerland,Chile,3.0,13,1.0,12.0,2008-2012
17567,Singapore,Greece,3.0,4,2.0,2.0,2008-2012
18853,Spain,Philippines,3.0,2,1.0,1.0,2008-2012
14396,Nigeria,Germany,3.0,12,4.0,8.0,2008-2012
19634,Switzerland,Burkina Faso,3.0,2,0.0,2.0,2008-2012
14720,Norway,Mexico,3.0,3,0.0,3.0,2008-2012
14364,Nigeria,Colombia,3.0,1,0.0,1.0,2008-2012
14722,Norway,Montenegro,3.0,1,0.0,1.0,2008-2012
19667,Switzerland,Croatia,3.0,6,1.0,5.0,2008-2012
12142,Luxembourg,Belgium,3.0,9,2.0,7.0,2008-2012
17471,Serbia,Turkey,3.0,1,0.0,1.0,2008-2012
12219,Luxembourg,United States,3.0,11,2.0,9.0,2008-2012
14362,Nigeria,China,3.0,6,2.0,4.0,2008-2012
17468,Serbia,Tunisia,3.0,2,1.0,1.0,2008-2012
18834,Spain,Pakistan,3.0,2,0.0,2.0,2008-2012
12222,Madagascar,Bolivia,3.0,1,0.0,1.0,2008-2012
17465,Serbia,Taiwan,3.0,1,1.0,0.0,2008-2012
17915,Slovenia,Brazil,3.0,1,0.0,1.0,2008-2012
14400,Nigeria,Ghana,3.0,9,2.0,7.0,2008-2012
17585,Singapore,Ireland,3.0,9,2.0,6.0,2008-2012
17463,Serbia,Switzerland,3.0,12,2.0,10.0,2008-2012
19631,Switzerland,Bulgaria,3.0,6,2.0,4.0,2008-2012
14359,Nigeria,Canada,3.0,6,2.0,4.0,2008-2012
12227,Madagascar,Cambodia,3.0,1,0.0,1.0,2008-2012
17459,Serbia,Sweden,3.0,5,4.0,1.0,2008-2012
14727,Norway,Nepal,3.0,3,1.0,2.0,2008-2012
14660,Norway,Greece,3.0,8,3.0,5.0,2008-2012
19670,Switzerland,Cuba,3.0,1,0.0,1.0,2008-2012
17956,Slovenia,Iran,3.0,1,0.0,1.0,2008-2012
17589,Singapore,Israel,3.0,4,1.0,3.0,2008-2012
12136,Luxembourg,Australia,3.0,1,0.0,1.0,2008-2012
17454,Serbia,Spain,3.0,6,5.0,1.0,2008-2012
17953,Slovenia,India,3.0,2,1.0,1.0,2008-2012
17476,Serbia,United Kingdom,3.0,176,81.0,95.0,2008-2012
14366,Nigeria,Cyprus,3.0,3,1.0,2.0,2008-2012
12215,Luxembourg,United Kingdom,3.0,4,2.0,2.0,2008-2012
14709,Norway,Lithuania,3.0,2,0.0,2.0,2008-2012
14374,Nigeria,Egypt,3.0,3,0.0,3.0,2008-2012
12201,Luxembourg,Spain,3.0,3,2.0,1.0,2008-2012
18841,Spain,Panama,3.0,6,4.0,2.0,2008-2012
17919,Slovenia,Canada,3.0,4,0.0,4.0,2008-2012
17941,Slovenia,France,3.0,12,1.0,11.0,2008-2012
12203,Luxembourg,Sweden,3.0,1,0.0,1.0,2008-2012
19637,Switzerland,Burundi,3.0,5,1.0,4.0,2008-2012
17494,Sierra Leone,United Kingdom,3.0,1,0.0,1.0,2008-2012
14670,Norway,Iceland,3.0,12,3.0,9.0,2008-2012
19664,Switzerland,Costa Rica,3.0,1,0.0,1.0,2008-2012
12150,Luxembourg,China,3.0,1,0.0,1.0,2008-2012
12207,Luxembourg,Switzerland,3.0,6,3.0,3.0,2008-2012
14711,Norway,Luxembourg,3.0,2,0.0,2.0,2008-2012
17574,Singapore,India,3.0,94,16.0,71.0,2008-2012
14715,Norway,Malaysia,3.0,3,1.0,1.0,2008-2012
12210,Luxembourg,Thailand,3.0,1,0.0,0.0,2008-2012
17485,Seychelles,Malaysia,3.0,1,0.0,1.0,2008-2012
14666,Norway,Hungary,3.0,3,1.0,2.0,2008-2012
12212,Luxembourg,Ukraine,3.0,1,0.0,1.0,2008-2012
18837,Spain,Palestinian Territory,3.0,5,0.0,5.0,2008-2012
17578,Singapore,Indonesia,3.0,7,1.0,4.0,2008-2012
17946,Slovenia,Germany,3.0,8,4.0,4.0,2008-2012
12147,Luxembourg,Canada,3.0,2,0.0,2.0,2008-2012
17480,Serbia,United States,3.0,98,46.0,51.0,2008-2012
14370,Nigeria,Denmark,3.0,1,1.0,0.0,2008-2012
17581,Singapore,Iran,3.0,8,2.0,6.0,2008-2012
18952,Spain,Venezuela,3.0,37,20.0,17.0,2008-2012
14368,Nigeria,Czechia,3.0,1,1.0,0.0,2008-2012
14355,Nigeria,Cameroon,3.0,3,0.0,2.0,2008-2012
19557,Sweden,United Arab Emirates,3.0,7,0.0,7.0,2008-2012
19605,Switzerland,Bangladesh,3.0,5,1.0,4.0,2008-2012
12106,Lithuania,Russia,3.0,1,0.0,1.0,2008-2012
12071,Lithuania,Ireland,3.0,3,1.0,2.0,2008-2012
17273,Senegal,Rwanda,3.0,1,0.0,1.0,2008-2012
17272,Senegal,Peru,3.0,1,0.0,1.0,2008-2012
18875,Spain,Saudi Arabia,3.0,7,3.0,4.0,2008-2012
14842,Norway,United States,3.0,146,54.0,89.0,2008-2012
17703,Singapore,Ukraine,3.0,2,0.0,2.0,2008-2012
17270,Senegal,Nigeria,3.0,1,1.0,0.0,2008-2012
18981,Sri Lanka,Croatia,3.0,1,1.0,0.0,2008-2012
12381,Malaysia,Australia,3.0,134,46.0,78.0,2008-2012
17269,Senegal,Niger,3.0,2,0.0,2.0,2008-2012
18798,Spain,Mali,3.0,1,0.0,1.0,2008-2012
19575,Sweden,Vietnam,3.0,9,0.0,9.0,2008-2012
17267,Senegal,New Caledonia,3.0,1,1.0,0.0,2008-2012
14598,Norway,Bulgaria,3.0,1,1.0,0.0,2008-2012
14444,Nigeria,Malaysia,3.0,20,0.0,20.0,2008-2012
14596,Norway,Brazil,3.0,4,1.0,3.0,2008-2012
14844,Norway,Uruguay,3.0,2,0.0,2.0,2008-2012
18796,Spain,Malaysia,3.0,4,1.0,3.0,2008-2012
17264,Senegal,Monaco,3.0,1,0.0,1.0,2008-2012
12386,Malaysia,Bahrain,3.0,2,1.0,0.0,2008-2012
17707,Singapore,United Arab Emirates,3.0,19,0.0,18.0,2008-2012
14847,Norway,Vietnam,3.0,2,0.0,2.0,2008-2012
14850,Norway,Zambia,3.0,2,0.0,1.0,2008-2012
12390,Malaysia,Bangladesh,3.0,17,5.0,12.0,2008-2012
19572,Sweden,Venezuela,3.0,2,1.0,1.0,2008-2012
12392,Malaysia,Belarus,3.0,1,0.0,1.0,2008-2012
17259,Senegal,Kenya,3.0,1,0.0,1.0,2008-2012
17256,Senegal,Japan,3.0,3,1.0,2.0,2008-2012
12067,Lithuania,Germany,3.0,12,4.0,8.0,2008-2012
12394,Malaysia,Belgium,3.0,9,2.0,6.0,2008-2012
17274,Senegal,Singapore,3.0,1,0.0,1.0,2008-2012
14838,Norway,United Kingdom,3.0,121,35.0,85.0,2008-2012
12360,Malawi,Taiwan,3.0,1,0.0,1.0,2008-2012
18977,Sri Lanka,China,3.0,4,0.0,4.0,2008-2012
17290,Senegal,Togo,3.0,2,0.0,2.0,2008-2012
12361,Malawi,Tanzania,3.0,1,0.0,1.0,2008-2012
17690,Singapore,Tanzania,3.0,1,0.0,1.0,2008-2012
14830,Norway,Ukraine,3.0,1,0.0,1.0,2008-2012
14284,Nicaragua,United States,3.0,1,0.0,1.0,2008-2012
18872,Spain,Russia,3.0,28,5.0,23.0,2008-2012
14441,Nigeria,Lesotho,3.0,1,1.0,0.0,2008-2012
14603,Norway,Canada,3.0,27,7.0,19.0,2008-2012
17693,Singapore,Thailand,3.0,9,6.0,2.0,2008-2012
17286,Senegal,Taiwan,3.0,1,0.0,1.0,2008-2012
12078,Lithuania,Italy,3.0,1,0.0,1.0,2008-2012
14442,Nigeria,Malawi,3.0,1,0.0,1.0,2008-2012
18004,Slovenia,Slovakia,3.0,1,0.0,1.0,2008-2012
17284,Senegal,Switzerland,3.0,5,0.0,5.0,2008-2012
18979,Sri Lanka,Colombia,3.0,2,2.0,0.0,2008-2012
12372,Malawi,United States,3.0,13,3.0,9.0,2008-2012
14834,Norway,United Arab Emirates,3.0,1,0.0,1.0,2008-2012
12374,Malawi,Zambia,3.0,1,0.0,1.0,2008-2012
17696,Singapore,Tunisia,3.0,1,0.0,1.0,2008-2012
18005,Slovenia,South Africa,3.0,1,0.0,1.0,2008-2012
19689,Switzerland,Egypt,3.0,11,5.0,6.0,2008-2012
14280,Nicaragua,Sweden,3.0,3,1.0,2.0,2008-2012
17699,Singapore,Turkey,3.0,6,0.0,6.0,2008-2012
17880,Slovakia,Turkey,3.0,3,1.0,2.0,2008-2012
17276,Senegal,South Africa,3.0,1,0.0,1.0,2008-2012
12377,Malaysia,Albania,3.0,1,0.0,1.0,2008-2012
12368,Malawi,United Kingdom,3.0,35,9.0,23.0,2008-2012
17254,Senegal,Ivory Coast,3.0,2,0.0,2.0,2008-2012
17711,Singapore,United Kingdom,3.0,204,64.0,131.0,2008-2012
14272,Nicaragua,Mexico,3.0,3,0.0,3.0,2008-2012
12412,Malaysia,Canada,3.0,22,6.0,15.0,2008-2012
18017,Slovenia,Sweden,3.0,7,1.0,6.0,2008-2012
17229,Senegal,Canada,3.0,2,0.0,2.0,2008-2012
12414,Malaysia,Cayman Islands,3.0,1,0.0,1.0,2008-2012
18985,Sri Lanka,Denmark,3.0,3,1.0,2.0,2008-2012
14583,Norway,Barbados,3.0,1,1.0,0.0,2008-2012
14452,Nigeria,Namibia,3.0,1,1.0,0.0,2008-2012
17727,Slovakia,Australia,3.0,2,1.0,1.0,2008-2012
14872,Oman,Canada,3.0,6,0.0,6.0,2008-2012
17225,Senegal,Cameroon,3.0,3,0.0,3.0,2008-2012
19698,Switzerland,Ethiopia,3.0,3,0.0,2.0,2008-2012
12047,Lithuania,Canada,3.0,2,1.0,1.0,2008-2012
12418,Malaysia,China,3.0,15,3.0,10.0,2008-2012
17723,Slovakia,Argentina,3.0,1,0.0,1.0,2008-2012
14581,Norway,Bangladesh,3.0,1,0.0,1.0,2008-2012
19561,Sweden,United Kingdom,3.0,438,160.0,276.0,2008-2012
14876,Oman,Costa Rica,3.0,1,0.0,1.0,2008-2012
17731,Slovakia,Austria,3.0,25,9.0,16.0,2008-2012
17872,Slovakia,Sweden,3.0,5,2.0,3.0,2008-2012
