,from,to,period,all_period_flow,female_period_flow,male_period_flow,period_year
14602,Norway,Canada,2.0,19,7.0,12.0,2003-2007
4605,Costa Rica,Panama,2.0,1,1.0,0.0,2003-2007
4480,Colombia,Pakistan,2.0,1,0.0,1.0,2003-2007
4606,Costa Rica,Peru,2.0,1,1.0,0.0,2003-2007
4485,Colombia,Peru,2.0,1,0.0,1.0,2003-2007
6497,Finland,Nigeria,2.0,2,0.0,2.0,2003-2007
6646,France,Bolivia,2.0,4,0.0,4.0,2003-2007
15702,Philippines,Norway,2.0,1,0.0,1.0,2003-2007
15701,Philippines,Nicaragua,2.0,2,1.0,1.0,2003-2007
6780,France,Guadeloupe,2.0,9,2.0,7.0,2003-2007
6768,France,Germany,2.0,644,158.0,477.0,2003-2007
21938,United Kingdom,Namibia,2.0,1,1.0,0.0,2003-2007
15486,Peru,Czechia,2.0,1,0.0,1.0,2003-2007
4757,Croatia,Spain,2.0,2,1.0,1.0,2003-2007
15721,Philippines,South Korea,2.0,8,2.0,6.0,2003-2007
4331,China,Thailand,2.0,4,1.0,3.0,2003-2007
4367,Colombia,Argentina,2.0,9,5.0,4.0,2003-2007
14672,Norway,India,2.0,6,1.0,5.0,2003-2007
14522,Nigeria,United States,2.0,34,4.0,30.0,2003-2007
4819,Cuba,Colombia,2.0,8,3.0,5.0,2003-2007
21957,United Kingdom,Nigeria,2.0,163,45.0,116.0,2003-2007
21421,Ukraine,United States,2.0,139,33.0,104.0,2003-2007
4352,China,United Kingdom,2.0,620,140.0,439.0,2003-2007
18583,South Korea,United States,2.0,2043,466.0,1435.0,2003-2007
14677,Norway,Iran,2.0,3,1.0,2.0,2003-2007
4826,Cuba,Ecuador,2.0,6,3.0,3.0,2003-2007
22070,United Kingdom,Svalbard and Jan Mayen,2.0,1,0.0,1.0,2003-2007
14655,Norway,Ghana,2.0,2,1.0,1.0,2003-2007
21323,Ukraine,Israel,2.0,6,0.0,6.0,2003-2007
4325,China,Taiwan,2.0,263,59.0,113.0,2003-2007
4805,Cuba,Burundi,2.0,2,1.0,1.0,2003-2007
15494,Peru,France,2.0,2,0.0,2.0,2003-2007
18588,South Korea,Uzbekistan,2.0,4,1.0,3.0,2003-2007
4829,Cuba,Finland,2.0,1,1.0,0.0,2003-2007
21961,United Kingdom,Norway,2.0,152,37.0,115.0,2003-2007
4810,Cuba,Canada,2.0,10,1.0,8.0,2003-2007
6436,Finland,Ireland,2.0,9,3.0,6.0,2003-2007
6481,Finland,Mexico,2.0,1,1.0,0.0,2003-2007
18904,Spain,Sweden,2.0,58,25.0,32.0,2003-2007
4749,Croatia,Slovenia,2.0,2,0.0,2.0,2003-2007
15520,Peru,Madagascar,2.0,1,1.0,0.0,2003-2007
6440,Finland,Israel,2.0,2,1.0,1.0,2003-2007
15514,Peru,Japan,2.0,1,0.0,1.0,2003-2007
6477,Finland,Malaysia,2.0,3,0.0,3.0,2003-2007
4784,Croatia,Venezuela,2.0,1,1.0,0.0,2003-2007
4362,China,Yemen,2.0,1,0.0,1.0,2003-2007
15718,Philippines,Singapore,2.0,9,3.0,5.0,2003-2007
21327,Ukraine,Italy,2.0,5,0.0,5.0,2003-2007
18591,South Korea,Vietnam,2.0,9,0.0,9.0,2003-2007
4338,China,Turkey,2.0,8,3.0,5.0,2003-2007
4774,Croatia,United Kingdom,2.0,5,3.0,2.0,2003-2007
4814,Cuba,Chile,2.0,8,2.0,6.0,2003-2007
6470,Finland,Lithuania,2.0,8,4.0,4.0,2003-2007
4771,Croatia,Turkey,2.0,1,1.0,0.0,2003-2007
15507,Peru,Indonesia,2.0,2,0.0,2.0,2003-2007
14659,Norway,Greece,2.0,2,1.0,1.0,2003-2007
21942,United Kingdom,Nepal,2.0,10,5.0,5.0,2003-2007
22074,United Kingdom,Sweden,2.0,262,69.0,192.0,2003-2007
15491,Peru,Egypt,2.0,2,2.0,0.0,2003-2007
18856,Spain,Poland,2.0,10,5.0,5.0,2003-2007
22082,United Kingdom,Syria,2.0,9,0.0,9.0,2003-2007
4788,Cuba,Argentina,2.0,11,3.0,8.0,2003-2007
4778,Croatia,United States,2.0,26,7.0,18.0,2003-2007
6474,Finland,Malawi,2.0,2,0.0,2.0,2003-2007
6787,France,Guinea,2.0,3,0.0,3.0,2003-2007
18522,South Korea,Russia,2.0,28,5.0,23.0,2003-2007
6448,Finland,Japan,2.0,33,6.0,27.0,2003-2007
14525,Nigeria,Uzbekistan,2.0,1,0.0,1.0,2003-2007
4765,Croatia,Switzerland,2.0,10,7.0,3.0,2003-2007
4782,Croatia,Uzbekistan,2.0,1,0.0,1.0,2003-2007
21952,United Kingdom,New Zealand,2.0,432,126.0,306.0,2003-2007
15512,Peru,Italy,2.0,1,0.0,1.0,2003-2007
14512,Nigeria,Thailand,2.0,1,0.0,1.0,2003-2007
4356,China,United States,2.0,3957,977.0,2643.0,2003-2007
21409,Ukraine,Tajikistan,2.0,1,0.0,1.0,2003-2007
6444,Finland,Italy,2.0,21,9.0,12.0,2003-2007
21412,Ukraine,Turkey,2.0,2,0.0,2.0,2003-2007
18852,Spain,Philippines,2.0,1,0.0,1.0,2003-2007
15708,Philippines,Paraguay,2.0,2,1.0,1.0,2003-2007
6784,France,Guatemala,2.0,1,0.0,1.0,2003-2007
6791,France,Haiti,2.0,3,0.0,3.0,2003-2007
4785,Croatia,Vietnam,2.0,3,2.0,1.0,2003-2007
6764,France,Georgia,2.0,4,1.0,3.0,2003-2007
6490,Finland,Netherlands,2.0,43,11.0,31.0,2003-2007
14518,Nigeria,United Kingdom,2.0,118,33.0,83.0,2003-2007
18520,South Korea,Romania,2.0,3,1.0,2.0,2003-2007
4801,Cuba,Brazil,2.0,17,7.0,10.0,2003-2007
4736,Croatia,Russia,2.0,2,0.0,2.0,2003-2007
4833,Cuba,France,2.0,6,1.0,4.0,2003-2007
6755,France,French Polynesia,2.0,9,4.0,5.0,2003-2007
6459,Finland,Kuwait,2.0,1,0.0,1.0,2003-2007
4732,Croatia,Qatar,2.0,1,0.0,1.0,2003-2007
6432,Finland,Iran,2.0,3,2.0,1.0,2003-2007
6751,France,French Guiana,2.0,9,3.0,6.0,2003-2007
14681,Norway,Ireland,2.0,3,0.0,3.0,2003-2007
21965,United Kingdom,Oman,2.0,22,5.0,16.0,2003-2007
21946,United Kingdom,Netherlands,2.0,409,108.0,298.0,2003-2007
4341,China,Uganda,2.0,2,0.0,2.0,2003-2007
22078,United Kingdom,Switzerland,2.0,431,106.0,322.0,2003-2007
21417,Ukraine,United Kingdom,2.0,38,6.0,32.0,2003-2007
15501,Peru,Ghana,2.0,1,0.0,1.0,2003-2007
6775,France,Greece,2.0,63,16.0,47.0,2003-2007
4375,Colombia,Austria,2.0,2,1.0,1.0,2003-2007
14652,Norway,Germany,2.0,45,11.0,34.0,2003-2007
15478,Peru,Colombia,2.0,2,1.0,1.0,2003-2007
4348,China,United Arab Emirates,2.0,4,0.0,4.0,2003-2007
6494,Finland,New Zealand,2.0,7,0.0,7.0,2003-2007
14526,Nigeria,Vietnam,2.0,1,0.0,1.0,2003-2007
14665,Norway,Hungary,2.0,4,2.0,2.0,2003-2007
6794,France,Honduras,2.0,1,1.0,0.0,2003-2007
6453,Finland,Kazakhstan,2.0,1,0.0,1.0,2003-2007
15498,Peru,Germany,2.0,4,1.0,3.0,2003-2007
4380,Colombia,Belgium,2.0,1,0.0,1.0,2003-2007
22086,United Kingdom,Taiwan,2.0,138,28.0,62.0,2003-2007
6759,France,Gabon,2.0,10,2.0,8.0,2003-2007
14669,Norway,Iceland,2.0,5,0.0,4.0,2003-2007
21407,Ukraine,Taiwan,2.0,2,0.0,2.0,2003-2007
4371,Colombia,Australia,2.0,4,0.0,4.0,2003-2007
6796,France,Hungary,2.0,20,6.0,13.0,2003-2007
15725,Philippines,Spain,2.0,2,1.0,1.0,2003-2007
21403,Ukraine,Switzerland,2.0,9,2.0,7.0,2003-2007
4745,Croatia,Slovakia,2.0,2,1.0,1.0,2003-2007
4740,Croatia,Serbia,2.0,236,98.0,137.0,2003-2007
4837,Cuba,Germany,2.0,11,3.0,8.0,2003-2007
4792,Cuba,Austria,2.0,1,0.0,1.0,2003-2007
21331,Ukraine,Japan,2.0,14,2.0,12.0,2003-2007
4315,China,Sweden,2.0,92,27.0,61.0,2003-2007
4319,China,Switzerland,2.0,83,14.0,67.0,2003-2007
4797,Cuba,Belgium,2.0,1,0.0,1.0,2003-2007
6465,Finland,Lebanon,2.0,1,0.0,1.0,2003-2007
15696,Philippines,Netherlands,2.0,4,0.0,4.0,2003-2007
15525,Peru,Mexico,2.0,3,2.0,1.0,2003-2007
6485,Finland,Moldova,2.0,1,0.0,1.0,2003-2007
21935,United Kingdom,Mozambique,2.0,2,0.0,2.0,2003-2007
14173,New Zealand,Pakistan,3.0,5,1.0,4.0,2008-2012
19545,Sweden,Turkey,3.0,12,8.0,4.0,2008-2012
12456,Malaysia,India,3.0,70,15.0,51.0,2008-2012
14470,Nigeria,Pakistan,3.0,1,0.0,1.0,2008-2012
17176,Saudi Arabia,Syria,3.0,2,1.0,1.0,2008-2012
18921,Spain,Tunisia,3.0,5,2.0,3.0,2008-2012
18091,South Africa,Colombia,3.0,4,3.0,1.0,2008-2012
14171,New Zealand,Oman,3.0,2,0.0,2.0,2008-2012
19709,Switzerland,French Guiana,3.0,1,1.0,0.0,2008-2012
17827,Slovakia,Nepal,3.0,1,1.0,0.0,2008-2012
17017,Saudi Arabia,Bangladesh,3.0,2,0.0,2.0,2008-2012
12469,Malaysia,Ireland,3.0,2,1.0,1.0,2008-2012
14467,Nigeria,Oman,3.0,3,0.0,2.0,2008-2012
17031,Saudi Arabia,Canada,3.0,39,8.0,30.0,2008-2012
19707,Switzerland,France,3.0,540,165.0,371.0,2008-2012
18773,Spain,Japan,3.0,39,9.0,30.0,2008-2012
12460,Malaysia,Indonesia,3.0,40,9.0,31.0,2008-2012
17022,Saudi Arabia,Belize,3.0,1,0.0,1.0,2008-2012
12568,Malaysia,Slovenia,3.0,1,1.0,0.0,2008-2012
17763,Slovakia,Czechia,3.0,90,29.0,61.0,2008-2012
14997,Pakistan,Austria,3.0,22,7.0,15.0,2008-2012
19010,Sri Lanka,Italy,3.0,12,3.0,6.0,2008-2012
17168,Saudi Arabia,Sudan,3.0,13,0.0,12.0,2008-2012
14907,Oman,Italy,3.0,4,0.0,4.0,2008-2012
14560,North Macedonia,Sweden,3.0,1,0.0,1.0,2008-2012
12566,Malaysia,Singapore,3.0,37,12.0,23.0,2008-2012
12464,Malaysia,Iran,3.0,67,10.0,57.0,2008-2012
17160,Saudi Arabia,South Korea,3.0,5,0.0,5.0,2008-2012
17163,Saudi Arabia,Spain,3.0,2,1.0,1.0,2008-2012
17026,Saudi Arabia,Bulgaria,3.0,4,2.0,2.0,2008-2012
12019,Liechtenstein,Germany,3.0,2,0.0,2.0,2008-2012
17020,Saudi Arabia,Belgium,3.0,2,1.0,1.0,2008-2012
14904,Oman,Ireland,3.0,1,0.0,1.0,2008-2012
18087,South Africa,China,3.0,19,3.0,15.0,2008-2012
17172,Saudi Arabia,Sweden,3.0,2,0.0,2.0,2008-2012
17157,Saudi Arabia,South Africa,3.0,4,1.0,3.0,2008-2012
18909,Spain,Switzerland,3.0,199,64.0,134.0,2008-2012
18990,Sri Lanka,Finland,3.0,1,0.0,1.0,2008-2012
14234,New Zealand,Taiwan,3.0,10,1.0,2.0,2008-2012
14240,New Zealand,Thailand,3.0,7,2.0,4.0,2008-2012
14561,North Macedonia,Switzerland,3.0,3,1.0,2.0,2008-2012
17759,Slovakia,Croatia,3.0,3,2.0,1.0,2008-2012
14993,Pakistan,Australia,3.0,22,9.0,13.0,2008-2012
17830,Slovakia,Netherlands,3.0,12,2.0,10.0,2008-2012
14500,Nigeria,Sri Lanka,3.0,1,1.0,0.0,2008-2012
12466,Malaysia,Iraq,3.0,12,1.0,11.0,2008-2012
14501,Nigeria,Sudan,3.0,1,0.0,1.0,2008-2012
14913,Oman,Jordan,3.0,6,0.0,6.0,2008-2012
19542,Sweden,Tunisia,3.0,2,1.0,1.0,2008-2012
12022,Liechtenstein,Netherlands,3.0,1,0.0,1.0,2008-2012
12528,Malaysia,Norway,3.0,8,2.0,5.0,2008-2012
18776,Spain,Jordan,3.0,3,0.0,3.0,2008-2012
17841,Slovakia,Poland,3.0,7,5.0,2.0,2008-2012
14885,Oman,Finland,3.0,2,1.0,1.0,2008-2012
14572,Norway,Australia,3.0,38,12.0,26.0,2008-2012
14508,Nigeria,Switzerland,3.0,7,2.0,4.0,2008-2012
19737,Switzerland,Hungary,3.0,19,3.0,15.0,2008-2012
17000,San Marino,Italy,3.0,3,2.0,1.0,2008-2012
17741,Slovakia,Belgium,3.0,13,5.0,8.0,2008-2012
12431,Malaysia,Egypt,3.0,6,0.0,5.0,2008-2012
15009,Pakistan,Belize,3.0,4,0.0,4.0,2008-2012
12036,Lithuania,Belarus,3.0,2,0.0,2.0,2008-2012
17199,Saudi Arabia,United States,3.0,80,13.0,65.0,2008-2012
14569,Norway,Armenia,3.0,1,1.0,0.0,2008-2012
17746,Slovakia,Bulgaria,3.0,5,1.0,4.0,2008-2012
12434,Malaysia,Ethiopia,3.0,2,0.0,2.0,2008-2012
14888,Oman,France,3.0,1,0.0,1.0,2008-2012
17747,Slovakia,Cambodia,3.0,1,0.0,1.0,2008-2012
17003,Saudi Arabia,Algeria,3.0,2,0.0,2.0,2008-2012
19553,Sweden,Ukraine,3.0,13,2.0,11.0,2008-2012
12579,Malaysia,Sri Lanka,3.0,4,4.0,0.0,2008-2012
12436,Malaysia,Fiji,3.0,1,0.0,1.0,2008-2012
14167,New Zealand,Norway,3.0,10,6.0,4.0,2008-2012
14252,New Zealand,United Kingdom,3.0,349,142.0,204.0,2008-2012
18026,Slovenia,United Arab Emirates,3.0,1,0.0,1.0,2008-2012
12583,Malaysia,Sudan,3.0,8,0.0,8.0,2008-2012
18100,South Africa,Czechia,3.0,2,0.0,2.0,2008-2012
14458,Nigeria,Netherlands,3.0,5,1.0,4.0,2008-2012
11943,Lebanon,United Kingdom,3.0,21,6.0,15.0,2008-2012
14256,New Zealand,United States,3.0,366,125.0,238.0,2008-2012
19502,Sweden,Slovenia,3.0,1,0.0,1.0,2008-2012
14164,New Zealand,North Korea,3.0,1,1.0,0.0,2008-2012
17211,Senegal,Benin,3.0,7,1.0,5.0,2008-2012
17736,Slovakia,Bangladesh,3.0,2,1.0,1.0,2008-2012
18881,Spain,Serbia,3.0,6,4.0,2.0,2008-2012
12040,Lithuania,Belgium,3.0,3,0.0,3.0,2008-2012
14576,Norway,Austria,3.0,15,4.0,11.0,2008-2012
18925,Spain,Turkey,3.0,9,3.0,6.0,2008-2012
12427,Malaysia,Denmark,3.0,5,1.0,4.0,2008-2012
17208,Senegal,Belgium,3.0,1,0.0,1.0,2008-2012
14882,Oman,Egypt,3.0,4,0.0,4.0,2008-2012
12586,Malaysia,Sweden,3.0,2,1.0,1.0,2008-2012
17845,Slovakia,Portugal,3.0,2,0.0,2.0,2008-2012
18097,South Africa,Cyprus,3.0,2,1.0,1.0,2008-2012
14460,Nigeria,New Zealand,3.0,1,1.0,0.0,2008-2012
15011,Pakistan,Bosnia and Herzegovina,3.0,8,8.0,0.0,2008-2012
17204,Senegal,Australia,3.0,1,1.0,0.0,2008-2012
15007,Pakistan,Belgium,3.0,1,1.0,0.0,2008-2012
12024,Liechtenstein,Switzerland,3.0,2,0.0,2.0,2008-2012
19012,Sri Lanka,Ivory Coast,3.0,1,1.0,0.0,2008-2012
17837,Slovakia,Pakistan,3.0,1,0.0,1.0,2008-2012
17833,Slovakia,New Zealand,3.0,1,0.0,1.0,2008-2012
12563,Malaysia,Serbia,3.0,1,1.0,0.0,2008-2012
12028,Lithuania,Australia,3.0,2,0.0,2.0,2008-2012
19506,Sweden,South Africa,3.0,16,7.0,8.0,2008-2012
12447,Malaysia,Germany,3.0,7,0.0,7.0,2008-2012
14565,North Macedonia,United States,3.0,1,0.0,1.0,2008-2012
19549,Sweden,Uganda,3.0,10,6.0,4.0,2008-2012
18885,Spain,Singapore,3.0,22,8.0,14.0,2008-2012
11950,Lebanon,Yemen,3.0,2,0.0,2.0,2008-2012
14892,Oman,Germany,3.0,2,0.0,2.0,2008-2012
17014,Saudi Arabia,Bahrain,3.0,3,1.0,2.0,2008-2012
17755,Slovakia,China,3.0,7,1.0,6.0,2008-2012
18033,Slovenia,United States,3.0,20,4.0,16.0,2008-2012
12449,Malaysia,Ghana,3.0,1,0.0,1.0,2008-2012
17183,Saudi Arabia,Tunisia,3.0,7,1.0,6.0,2008-2012
14898,Oman,India,3.0,8,2.0,5.0,2008-2012
12026,Liechtenstein,United States,3.0,3,0.0,3.0,2008-2012
18905,Spain,Sweden,3.0,127,56.0,71.0,2008-2012
17178,Saudi Arabia,Taiwan,3.0,1,0.0,0.0,2008-2012
14901,Oman,Indonesia,3.0,1,0.0,1.0,2008-2012
12574,Malaysia,South Korea,3.0,15,5.0,10.0,2008-2012
15003,Pakistan,Bangladesh,3.0,56,13.0,42.0,2008-2012
14464,Nigeria,Norway,3.0,1,0.0,1.0,2008-2012
14245,New Zealand,Uganda,3.0,1,0.0,1.0,2008-2012
18029,Slovenia,United Kingdom,3.0,13,5.0,8.0,2008-2012
12032,Lithuania,Austria,3.0,1,0.0,1.0,2008-2012
17195,Saudi Arabia,United Kingdom,3.0,33,6.0,27.0,2008-2012
14248,New Zealand,United Arab Emirates,3.0,12,3.0,9.0,2008-2012
17007,Saudi Arabia,Australia,3.0,10,1.0,9.0,2008-2012
12577,Malaysia,Spain,3.0,1,0.0,0.0,2008-2012
18094,South Africa,Croatia,3.0,2,2.0,0.0,2008-2012
17191,Saudi Arabia,United Arab Emirates,3.0,13,2.0,11.0,2008-2012
17835,Slovakia,Norway,3.0,5,2.0,3.0,2008-2012
11947,Lebanon,United States,3.0,150,50.0,100.0,2008-2012
15005,Pakistan,Belarus,3.0,2,0.0,2.0,2008-2012
14567,Norway,Argentina,3.0,1,0.0,1.0,2008-2012
12439,Malaysia,Finland,3.0,1,0.0,1.0,2008-2012
17750,Slovakia,Canada,3.0,6,4.0,2.0,2008-2012
17868,Slovakia,Spain,3.0,7,2.0,5.0,2008-2012
18741,Spain,Hungary,3.0,9,3.0,6.0,2008-2012
17011,Saudi Arabia,Azerbaijan,3.0,1,0.0,1.0,2008-2012
19703,Switzerland,Finland,3.0,25,10.0,15.0,2008-2012
12443,Malaysia,France,3.0,254,90.0,146.0,2008-2012
14505,Nigeria,Sweden,3.0,4,2.0,2.0,2008-2012
17186,Saudi Arabia,Turkey,3.0,6,1.0,5.0,2008-2012
14511,Nigeria,Tanzania,3.0,1,0.0,1.0,2008-2012
18043,South Africa,Argentina,3.0,1,0.0,1.0,2008-2012
12558,Malaysia,Rwanda,3.0,1,0.0,1.0,2008-2012
17767,Slovakia,Denmark,3.0,4,0.0,4.0,2008-2012
14946,Oman,Qatar,3.0,5,1.0,4.0,2008-2012
12508,Malaysia,Morocco,3.0,1,0.0,1.0,2008-2012
14949,Oman,Russia,3.0,1,0.0,1.0,2008-2012
17856,Slovakia,Serbia,3.0,5,1.0,4.0,2008-2012
17814,Slovakia,Japan,3.0,1,1.0,0.0,2008-2012
19517,Sweden,Sri Lanka,3.0,3,0.0,2.0,2008-2012
12509,Malaysia,Myanmar,3.0,2,2.0,0.0,2008-2012
17103,Saudi Arabia,Malaysia,3.0,8,3.0,5.0,2008-2012
18760,Spain,Ireland,3.0,35,11.0,24.0,2008-2012
14973,Oman,Turkey,3.0,4,1.0,3.0,2008-2012
17101,Saudi Arabia,Libya,3.0,1,0.0,1.0,2008-2012
12512,Malaysia,Nepal,3.0,3,0.0,3.0,2008-2012
18999,Sri Lanka,Ghana,3.0,2,0.0,2.0,2008-2012
19720,Switzerland,Ghana,3.0,2,1.0,1.0,2008-2012
18062,South Africa,Benin,3.0,2,0.0,2.0,2008-2012
17099,Saudi Arabia,Lebanon,3.0,3,1.0,2.0,2008-2012
18914,Spain,Taiwan,3.0,3,2.0,1.0,2008-2012
18751,Spain,Indonesia,3.0,1,0.0,1.0,2008-2012
17797,Slovakia,India,3.0,1,0.0,1.0,2008-2012
14209,New Zealand,South Africa,3.0,18,7.0,11.0,2008-2012
11987,Libya,Ireland,3.0,1,0.0,1.0,2008-2012
17852,Slovakia,Russia,3.0,4,0.0,4.0,2008-2012
19004,Sri Lanka,Indonesia,3.0,1,1.0,0.0,2008-2012
14493,Nigeria,South Africa,3.0,68,11.0,56.0,2008-2012
14485,Nigeria,Saudi Arabia,3.0,15,4.0,10.0,2008-2012
14188,New Zealand,Qatar,3.0,1,1.0,0.0,2008-2012
12501,Malaysia,Malawi,3.0,7,1.0,6.0,2008-2012
19530,Sweden,Taiwan,3.0,3,2.0,0.0,2008-2012
17113,Saudi Arabia,Netherlands,3.0,2,0.0,2.0,2008-2012
14217,New Zealand,Spain,3.0,16,6.0,10.0,2008-2012
14482,Nigeria,Rwanda,3.0,1,1.0,0.0,2008-2012
19005,Sri Lanka,Iran,3.0,2,0.0,2.0,2008-2012
17790,Slovakia,Greece,3.0,1,0.0,1.0,2008-2012
17055,Saudi Arabia,Ghana,3.0,1,0.0,1.0,2008-2012
19526,Sweden,Switzerland,3.0,113,32.0,80.0,2008-2012
12516,Malaysia,Netherlands,3.0,6,0.0,5.0,2008-2012
11969,Libya,Australia,3.0,1,0.0,1.0,2008-2012
14190,New Zealand,Romania,3.0,2,1.0,1.0,2008-2012
14213,New Zealand,South Korea,3.0,21,3.0,17.0,2008-2012
14539,North Macedonia,Canada,3.0,1,0.0,1.0,2008-2012
18059,South Africa,Belgium,3.0,14,5.0,9.0,2008-2012
12541,Malaysia,Peru,3.0,3,0.0,3.0,2008-2012
17108,Saudi Arabia,Morocco,3.0,2,0.0,2.0,2008-2012
19727,Switzerland,Grenada,3.0,1,1.0,0.0,2008-2012
18023,Slovenia,Taiwan,3.0,1,0.0,0.0,2008-2012
17794,Slovakia,Hungary,3.0,3,1.0,2.0,2008-2012
12540,Malaysia,Papua New Guinea,3.0,2,0.0,2.0,2008-2012
11992,Libya,Malaysia,3.0,1,0.0,1.0,2008-2012
11996,Libya,Qatar,3.0,1,0.0,1.0,2008-2012
17062,Saudi Arabia,India,3.0,24,5.0,18.0,2008-2012
14537,North Macedonia,Bulgaria,3.0,2,1.0,1.0,2008-2012
14203,New Zealand,Singapore,3.0,33,8.0,24.0,2008-2012
11972,Libya,Bulgaria,3.0,1,0.0,1.0,2008-2012
17071,Saudi Arabia,Ireland,3.0,2,0.0,2.0,2008-2012
17803,Slovakia,Ireland,3.0,2,0.0,2.0,2008-2012
12532,Malaysia,Oman,3.0,10,1.0,9.0,2008-2012
18070,South Africa,Brazil,3.0,10,3.0,7.0,2008-2012
14968,Oman,Thailand,3.0,2,0.0,2.0,2008-2012
14530,Nigeria,Zambia,3.0,12,3.0,8.0,2008-2012
17082,Saudi Arabia,Japan,3.0,3,0.0,2.0,2008-2012
12525,Malaysia,Nigeria,3.0,15,0.0,15.0,2008-2012
11975,Libya,Egypt,3.0,5,0.0,5.0,2008-2012
14967,Oman,Taiwan,3.0,1,0.0,1.0,2008-2012
11979,Libya,France,3.0,1,1.0,0.0,2008-2012
11977,Libya,Finland,3.0,1,0.0,1.0,2008-2012
19002,Sri Lanka,India,3.0,13,2.0,10.0,2008-2012
14200,New Zealand,Serbia,3.0,2,0.0,2.0,2008-2012
14962,Oman,Sudan,3.0,2,0.0,2.0,2008-2012
18755,Spain,Iran,3.0,11,8.0,3.0,2008-2012
17077,Saudi Arabia,Italy,3.0,24,2.0,22.0,2008-2012
19724,Switzerland,Greece,3.0,36,15.0,21.0,2008-2012
17807,Slovakia,Israel,3.0,1,0.0,1.0,2008-2012
17085,Saudi Arabia,Jordan,3.0,9,2.0,7.0,2008-2012
14197,New Zealand,Saudi Arabia,3.0,3,2.0,1.0,2008-2012
14196,New Zealand,Samoa,3.0,1,0.0,1.0,2008-2012
18066,South Africa,Botswana,3.0,13,4.0,8.0,2008-2012
17096,Saudi Arabia,Latvia,3.0,1,0.0,1.0,2008-2012
14952,Oman,Saudi Arabia,3.0,7,1.0,6.0,2008-2012
17094,Saudi Arabia,Kuwait,3.0,6,2.0,4.0,2008-2012
19523,Sweden,Svalbard and Jan Mayen,3.0,3,2.0,1.0,2008-2012
11986,Libya,Iraq,3.0,1,0.0,1.0,2008-2012
14971,Oman,Tunisia,3.0,1,0.0,1.0,2008-2012
11971,Libya,Brunei,3.0,1,0.0,1.0,2008-2012
14488,Nigeria,Sierra Leone,3.0,1,0.0,1.0,2008-2012
14527,Nigeria,Vietnam,3.0,1,1.0,0.0,2008-2012
12519,Malaysia,New Caledonia,3.0,2,0.0,2.0,2008-2012
12537,Malaysia,Palestinian Territory,3.0,5,2.0,3.0,2008-2012
11984,Libya,India,3.0,6,0.0,5.0,2008-2012
14955,Oman,Singapore,3.0,2,1.0,1.0,2008-2012
17090,Saudi Arabia,Kenya,3.0,1,0.0,1.0,2008-2012
14205,New Zealand,Slovakia,3.0,1,0.0,1.0,2008-2012
17810,Slovakia,Italy,3.0,6,2.0,4.0,2008-2012
12535,Malaysia,Pakistan,3.0,13,1.0,12.0,2008-2012
17066,Saudi Arabia,Indonesia,3.0,21,3.0,17.0,2008-2012
12522,Malaysia,New Zealand,3.0,25,7.0,17.0,2008-2012
18900,Spain,South Korea,3.0,8,1.0,6.0,2008-2012
18896,Spain,South Africa,3.0,18,7.0,11.0,2008-2012
14194,New Zealand,Russia,3.0,4,0.0,4.0,2008-2012
17800,Slovakia,Iran,3.0,8,1.0,7.0,2008-2012
14557,North Macedonia,Serbia,3.0,1,0.0,1.0,2008-2012
19716,Switzerland,Germany,3.0,1055,254.0,789.0,2008-2012
12544,Malaysia,Philippines,3.0,4,0.0,4.0,2008-2012
18993,Sri Lanka,France,3.0,3,0.0,3.0,2008-2012
14519,Nigeria,United Kingdom,3.0,156,43.0,109.0,2008-2012
14498,Nigeria,Spain,3.0,2,1.0,1.0,2008-2012
18747,Spain,India,3.0,24,8.0,14.0,2008-2012
17142,Saudi Arabia,Portugal,3.0,1,0.0,1.0,2008-2012
14229,New Zealand,Switzerland,3.0,33,9.0,24.0,2008-2012
12556,Malaysia,Russia,3.0,3,1.0,2.0,2008-2012
14181,New Zealand,Poland,3.0,1,1.0,0.0,2008-2012
17139,Saudi Arabia,Philippines,3.0,1,0.0,1.0,2008-2012
12480,Malaysia,Japan,3.0,39,14.0,22.0,2008-2012
14986,Oman,United States,3.0,9,5.0,4.0,2008-2012
14474,Nigeria,Portugal,3.0,1,0.0,1.0,2008-2012
12009,Libya,United States,3.0,2,0.0,2.0,2008-2012
18918,Spain,Thailand,3.0,1,1.0,0.0,2008-2012
18050,South Africa,Austria,3.0,5,3.0,2.0,2008-2012
19538,Sweden,Thailand,3.0,11,5.0,3.0,2008-2012
18889,Spain,Slovakia,3.0,8,1.0,7.0,2008-2012
12554,Malaysia,Romania,3.0,3,0.0,3.0,2008-2012
17775,Slovakia,Finland,3.0,3,0.0,3.0,2008-2012
18768,Spain,Italy,3.0,218,91.0,126.0,2008-2012
17136,Saudi Arabia,Peru,3.0,2,0.0,2.0,2008-2012
12476,Malaysia,Italy,3.0,17,5.0,10.0,2008-2012
17037,Saudi Arabia,Czechia,3.0,1,0.0,1.0,2008-2012
17824,Slovakia,Mexico,3.0,1,0.0,1.0,2008-2012
14923,Oman,Malaysia,3.0,2,0.0,2.0,2008-2012
17153,Saudi Arabia,Singapore,3.0,3,1.0,2.0,2008-2012
17864,Slovakia,South Korea,3.0,1,0.0,1.0,2008-2012
14917,Oman,Kenya,3.0,1,0.0,0.0,2008-2012
